Q1_CAGR,Q1_Sharpe,Q1_MDD,LS_CAGR,LS_Sharpe,LS_Sortino,LS_MDD,Mean_IC,ICIR,Months,Avg_Names,Min_Names,Avg_Q1_Turnover,Avg_Q5_Turnover,Avg_LS_Turnover,Max_LS_Turnover,InputSet,InputLabel,ModelID,Model,Vendor,Mode,ModeLabel
0.11723149185367987,0.7447475036944805,-0.0778417183950163,-0.20342070809621748,-1.099448768010088,-1.4133882160307083,-0.22676137520651507,0.020619282195636864,0.3795318213826146,7,30.0,30,0.5555555555555556,0.4444444444444444,1.0,1.6666666666666665,fundamentals_only,Fund. only,claude-sonnet-4-20250514,Claude Sonnet 4,Anthropic,sortino,Sortino
0.5599289332484274,1.7756175639251752,-0.16863170784088377,0.060135047175837064,0.34970772829319935,0.5031122621425984,-0.23517655511858204,0.10253342716396899,1.1464098882712566,7,30.0,30,0.38888888888888884,0.5555555555555555,0.9444444444444443,1.3333333333333333,fundamentals_only,Fund. only,claude-opus-4-20250514,Claude Opus 4,Anthropic,return,Exp. Return
-0.004086062670122681,0.09197157888764775,-0.16700456575832712,-0.4786872308582071,-2.367629896799907,-2.9522050197315455,-0.37826583819212867,0.0007885382269618911,0.010756170318592837,7,29.571428571428573,27,0.611111111111111,0.7222222222222223,1.3333333333333333,2.0,fundamentals_only,Fund. only,claude-opus-4-20250514,Claude Opus 4,Anthropic,sharpe,Sharpe
0.29951785676186504,1.1975546624495157,-0.15214994447080132,-0.32901807469308264,-1.4818468208648716,-1.9848627527593623,-0.28158733422124194,0.02526389866291343,0.35714710577593584,7,30.0,30,0.27777777777777773,0.5555555555555555,0.8333333333333331,1.3333333333333333,fundamentals_only,Fund. only,claude-opus-4-20250514,Claude Opus 4,Anthropic,sortino,Sortino
1.589795587241869,3.024639327281572,-0.2669147103261723,2.349407691720272,3.6984321691372974,5.923125798314711,-0.3039679789857357,0.5047705470572983,3.3983691571236236,19,29.63157894736842,29,1.3148148148148149,1.3777777777777778,2.692592592592592,4.0,market_only,Market only,gpt-4o-2024-05-13,GPT-4o,OpenAI,return,Exp. Return
1.0896832622448835,2.5345182253965883,-0.2832297945701485,1.116790667808504,2.248427537338738,3.4971780840060536,-0.4053136749482771,0.3412948895732403,1.8621208760902996,19,29.736842105263158,28,1.2962962962962965,1.403703703703704,2.7,4.0,market_only,Market only,gpt-4o-2024-05-13,GPT-4o,OpenAI,sharpe,Sharpe
-0.08135859891187025,-0.09483000005148116,-0.4104270028787378,-0.6480862041146698,-2.805933908168675,-3.4690405090831398,-0.8247455583382569,-0.3059574222913605,-1.5867802823132375,19,29.842105263157894,29,1.1851851851851853,1.3888888888888888,2.5740740740740744,4.0,market_only,Market only,gpt-4o-2024-05-13,GPT-4o,OpenAI,sortino,Sortino
-0.2529597281549276,-1.2015766358869946,-0.3740373160375432,-0.7788367346584804,-5.0308088411956415,-5.581976654034456,-0.8944557875351631,-0.49124560861133754,-3.7842962826038096,17,25.88235294117647,24,1.3041666666666667,1.375,2.6791666666666667,4.0,market_only,Market only,gpt-4o-mini-2024-07-18,GPT-4o mini,OpenAI,return,Exp. Return
-0.05338885898298362,-0.11488409091257522,-0.24316926790747262,-0.6573414896085323,-3.424925498750595,-4.127985510027269,-0.7974853263007028,-0.2640427103836575,-1.5996097302477137,17,25.941176470588236,24,1.4125,1.2999999999999998,2.7125,3.6,market_only,Market only,gpt-4o-mini-2024-07-18,GPT-4o mini,OpenAI,sharpe,Sharpe
0.01068523902704488,0.16402996074286091,-0.2653853426822915,-0.6239734108449996,-2.8587145349809755,-3.4884118545966594,-0.7604514097964928,-0.22550621048019406,-1.341630950399917,17,26.529411764705884,24,1.5208333333333335,1.375,2.8958333333333335,4.0,market_only,Market only,gpt-4o-mini-2024-07-18,GPT-4o mini,OpenAI,sortino,Sortino
2.840790667690268,4.475551402425255,-0.12542783413632697,4.259437344061201,5.206416651155741,9.731371397563935,-0.12760680785033218,0.5967364532019703,6.358704979858195,8,29.875,29,0.7619047619047619,0.9523809523809524,1.714285714285714,2.333333333333333,market_only,Market only,gpt-4.1-2025-04-14,GPT-4.1,OpenAI,return,Exp. Return
2.3614184416695734,4.321285336980994,-0.08112082819985722,3.8333884876295974,5.341322049947412,10.57054459012713,-0.06590200507211152,0.6563013136288998,9.459106807883586,8,29.5,29,1.0952380952380951,1.1428571428571428,2.238095238095238,2.666666666666667,market_only,Market only,gpt-4.1-2025-04-14,GPT-4.1,OpenAI,sharpe,Sharpe
3.049209310267411,4.950987503806395,-0.07817893130136189,4.6607610273769495,5.782966796479223,11.599115576558722,-0.07352837977769977,0.679926108374384,10.00661977181843,8,29.625,29,0.8571428571428571,1.0857142857142856,1.9428571428571428,2.333333333333333,market_only,Market only,gpt-4.1-2025-04-14,GPT-4.1,OpenAI,sortino,Sortino
0.5994957263078435,1.9998604629856307,-0.23201467339553083,-0.004891154749794735,0.15537425854522943,0.20915587821766188,-0.4158340028673647,0.10504103442750821,0.5071098355744286,8,29.25,28,1.6666666666666665,1.638095238095238,3.3047619047619046,4.0,market_only,Market only,gpt-4.1-mini-2025-04-14,GPT-4.1 mini,OpenAI,return,Exp. Return
1.461100957194664,3.148383575339059,-0.13574600403960302,1.5584080389094916,3.0160678873138034,5.124040284495183,-0.3095855379039054,0.5005678708264915,3.244256132048995,8,29.25,28,1.1904761904761905,1.438095238095238,2.6285714285714286,4.0,market_only,Market only,gpt-4.1-mini-2025-04-14,GPT-4.1 mini,OpenAI,sharpe,Sharpe
0.8779509009651494,2.4710408358450677,-0.1338163738320698,0.49464662221239664,1.4094594302305508,2.185478405380842,-0.2940303323666126,0.29087985769020247,1.641083688218257,8,28.5,28,1.476190476190476,1.561904761904762,3.0380952380952384,4.0,market_only,Market only,gpt-4.1-mini-2025-04-14,GPT-4.1 mini,OpenAI,sortino,Sortino
2.854087483053604,4.608335978057196,-0.089657827919981,4.457302215633079,5.492660502288966,10.25426471707951,-0.0905216454808978,0.6094211822660097,6.578797589809414,8,30.0,30,0.7619047619047619,0.9999999999999999,1.7619047619047616,2.0,market_only,Market only,o3,o3,OpenAI,return,Exp. Return
1.4781207996863133,1.9142753736889488,-0.20501381760757964,1.115412260277342,1.6672097822667948,2.6686526786404765,-0.20501381760757975,0.7,,1,1.6666666666666667,1,1.2,0.4,1.6,3.0,market_only,Market only,gemini-2.5-flash,Gemini 2.5 Flash,Google,return,Exp. Return
6.3320662827246155,4.4851803869634885,-0.14481817147624287,6.3320662827246155,4.4851803869634885,9.528861394181265,-0.14481817147624287,,,0,1.0,1,2.0,0.0,2.0,2.0,market_only,Market only,gemini-2.5-flash,Gemini 2.5 Flash,Google,sharpe,Sharpe
4.690190336594322,3.571378184297004,-0.20501381760757975,1.646440126123594,2.029773246092964,3.4248037594369003,-0.23712400540595457,0.03333333333333335,0.23145502494313797,3,3.4,1,1.5,1.0,2.5,3.0,market_only,Market only,gemini-2.5-flash,Gemini 2.5 Flash,Google,sortino,Sortino
2.655176134398776,3.9632644001082578,-0.07801160053289546,4.541731788222425,5.000307593896763,9.558036706206606,-0.07601506054747109,0.645320197044335,17.956553356714622,5,25.0,1,1.4000000000000001,1.1333333333333333,2.533333333333333,3.0,market_only,Market only,gemini-2.5-pro,Gemini 2.5 Pro,Google,return,Exp. Return
2.9432943365189312,3.2394354350828727,-0.20501381760757975,3.803222913477452,3.618030618832707,6.397732978774514,-0.20501381760757975,0.6179802955665024,9.170497844949322,4,20.333333333333332,1,0.9333333333333333,0.9333333333333333,1.8666666666666665,3.0,market_only,Market only,gemini-2.5-pro,Gemini 2.5 Pro,Google,sharpe,Sharpe
4.05957393001647,4.159844628941416,-0.14481817147624299,6.866435391012762,5.1534735479034515,11.246675524917071,-0.14481817147624265,0.7081773399014777,14.709016417867858,5,25.166666666666668,1,1.3333333333333335,1.0666666666666667,2.3999999999999995,3.0,market_only,Market only,gemini-2.5-pro,Gemini 2.5 Pro,Google,sortino,Sortino
